#TimeStamp;DistanceTraveled
59.73;711.27
119.91;396.98
179.99;333.64
239.94;365.82
299.94;552.92
359.96;452.16
419.97;370.57
479.86;459.43
539.91;545.92
599.98;468.96
659.98;502.64
719.72;391.77
779.98;362.7
839.83;423.52
899.69;515.87
959.88;428.07
1019.94;386.75
1079.91;537.68
1139.96;370.89
1199.95;430.49
1259.79;388.76
1319.97;418.56
1379.72;391.78
1440;366.61
1499.97;443.59
1560;394.19
1619.63;514.66
1679.97;420.75
1739.86;521.45
1799.71;363.76
1859.97;540.12
1919.97;509.61
1979.7;611.85
2039.95;569.18
2099.71;598
2159.74;551.91
2219.98;419.77
2279.89;576.34
2340;633.85
2399.82;430.97
2459.69;505.07
2519.91;458.31
2579.69;518.06
2639.97;615.29
2699.85;605.01
2760;607.86
2819.79;618.62
2879.96;656
2939.87;633.13
2999.68;599.17
3059.79;564.21
3119.98;652.54
3179.81;600.47
3239.94;636.87
3299.59;659.81
3359.92;739.91
3419.62;647.31
3479.97;629.58
3539.98;739.68
3599.89;723.12
3659.62;667.41
3719.83;695.05
3779.8;638.11
3839.79;444.14
3899.96;268.71
3959.92;170.77
4019.91;119.39
4079.84;98.31
4139.98;73.25
4199.99;125.1
4259.85;97.53
4319.69;59.06
4379.68;99.36
4439.97;83
4499.81;84
4559.77;94.2
4619.89;83.8
4679.88;105.49
4739.91;117.76
4799.92;86.34
4859.98;82.03
4919.99;108.35
4979.64;57.08
5039.99;74.58
5099.86;99.46
5159.96;81.05
5219.78;81.91
5279.68;73.23
5339.84;100.03
5399.84;110.53
5459.89;84.16
5519.95;74
5579.81;82
5640;76.96
5699.73;74.77
5759.7;108.57
5819.74;83.08
5879.94;99.61
5939.85;79.83
5999.72;109.16
6060;117.44
6119.93;96.46
6179.98;88.1
6239.81;88.9
6299.83;89.73
6359.72;104.87
6419.97;77.1
6479.97;80.4
6539.86;77.59
6599.63;92.41
6659.84;96.63
6719.81;76.8
6779.82;106.17
6839.97;99.47
6899.97;74.29
6959.79;84.9
7019.89;99.73
7079.96;97.18
7139.99;80.79
7199.85;112.32
7259.65;101.41
7319.9;98.78
7379.94;70.83
7439.97;90.73
7499.89;89.43
7559.99;105.55
7619.9;105.98
7679.96;110
7739.96;105.17
7799.83;87.83
7859.67;78.51
7919.78;106.33
7979.78;102.46
8039.8;126.99
8099.98;66.02
8159.92;94.03
8219.89;97.66
8279.58;93
8339.72;115
8399.96;85.24
8459.82;94.76
8519.98;90
8579.59;84.76
8639.85;132.89
8699.86;98.46
8759.69;86.81
8819.94;87.96
8879.65;73.41
8939.87;92.27
8999.65;122.77
9059.98;103.66
9119.97;105.37
9179.8;97.4
9239.82;96.51
9299.84;112.8
9359.92;97.28
9419.92;121.76
9479.73;108.01
9539.84;95.8
9599.75;61.26
9659.69;100.65
9719.82;117.49
9779.88;83.07
9839.63;88.62
9899.74;110.9
9959.66;108.93
10019.67;120.37
10079.96;120.02
10139.89;127.79
10199.84;99.92
10259.99;77.41
10319.8;118.99
10379.6;112.07
10439.9;128.28
10499.98;123.09
10559.99;112.41
10619.6;124.02
10679.86;81.78
10739.66;88
10799.87;98.09
10859.88;95.57
10919.81;99.21
10979.72;104.42
11039.8;462.67
11099.98;434.91
11159.72;299.92
11219.83;420.95
11279.86;445.79
11339.82;453.47
11399.62;392.46
11459.67;480.99
11519.92;515.41
11579.76;455.54
11639.67;597.9
11699.99;561.2
11759.97;569.66
11820;509.34
11879.96;586.57
11939.97;640.99
11999.79;603.23
12059.76;656.53
12119.8;576.26
12179.81;505.64
12239.99;572.14
12299.91;582.82
12359.7;527.39
12419.98;502.55
12479.92;585.01
12539.87;626.91
12599.99;643.18
12659.97;535.28
12719.81;526.37
12779.89;672.04
12839.96;679.81
12899.99;505.42
12959.88;558.72
13019.62;696.34
13079.86;539.87
13139.66;681.49
13199.72;510.54
13259.92;656.36
13319.99;699.42
13379.85;547.08
13439.91;604.82
13499.9;633.94
13559.61;706.38
13619.94;642.72
13679.94;604.38
13739.72;603.01
13799.82;690.04
13859.93;594.51
13919.98;721.8
13979.96;700.65
14039.92;717.75
14099.97;627.76
14159.7;758.37
14219.99;726.8
14279.87;712.51
14339.79;780.46
14399.96;763.39
14460;620.2
14519.96;587.42
14579.96;445.63
14640;250.85
14699.96;105.53
14759.62;58.36
14819.7;90.88
14879.92;83.94
14939.59;102.46
14999.76;117.96
15059.99;101.64
15119.9;108.23
15179.74;91.45
15239.77;91.49
15299.73;94.52
15359.99;115.67
15419.99;113.06
15479.65;78.61
15539.67;86.34
15599.91;80.99
15659.96;106.03
15719.64;111.57
15779.79;88.41
15839.86;93.82
15899.79;93.13
15959.8;115.53
16019.99;111.87
16079.9;109.13
16139.97;77.15
16199.75;88.88
16259.81;98.43
16319.91;88.67
16379.6;82.37
16439.8;93
16499.62;107.69
16559.93;96.31
16619.71;108
16679.79;88
16739.84;77.8
16799.84;81.33
16859.99;84.88
16919.75;90.57
16979.7;121.59
17039.89;80.4
17099.99;70.49
17159.97;98.81
17219.96;123.39
17280;92.39
17339.85;70.88
17399.98;83.47
17459.73;64.86
17519.95;87.14
17579.87;89.02
17639.72;63.61
17699.97;122.01
17759.89;101.13
17819.74;93.3
17879.97;111.92
17939.63;90
17999.66;88
18059.68;89.83
18119.59;121.27
18179.91;111.98
18239.83;116.35
18299.98;85.56
18359.79;69.49
18419.93;84.11
18479.98;53.97
18539.78;116.42
18599.96;91.8
18659.74;78.05
18719.71;121.99
18779.7;91.8
18840;102.37
18899.96;88.29
18959.78;89.78
19019.85;129.05
19079.97;109.4
19139.72;76.25
19199.84;82.47
19260;100.46
19319.97;99.91
19379.88;75.82
19439.77;92.56
19499.78;102.76
19559.75;80.24
19619.96;112.01
19679.96;121.26
19739.96;89.03
19799.87;80.7
19859.95;70.1
19919.93;120.37
19979.94;100.53
20039.77;107.43
20099.88;87.58
20159.61;84.98
20219.81;90
20279.99;79.11
20339.9;92.92
20399.7;94.97
20459.76;98.29
20519.89;121.35
20580;118.62
20639.81;82.08
20699.86;72.9
20759.98;113.55
20819.9;108.05
20879.96;104.59
20939.58;73.24
20999.98;90.34
21059.77;89.55
21119.74;112.46
21179.97;90.78
21239.77;92.91
21299.78;91.82
21359.65;111.76
21420;114.96
21479.74;65.68
21539.85;100.2
21599.9;105.87
21659.88;452.39
21719.66;481.9
21779.91;320.75
21839.99;340.67
21899.77;447.32
21959.97;483.41
22019.8;466.04
22079.8;460.53
22139.97;555.06
22199.97;493.55
22259.91;464.87
22319.78;593.83
22379.89;469.26
22439.98;592.49
22499.97;586.34
22559.93;527.2
22619.85;562.24
22679.98;593.59
22739.96;604.38
22799.99;647.91
22859.92;596.94
22919.88;504.97
22979.9;563.89
23039.89;572.65
23099.72;622.71
23159.79;580.64
23219.95;587.51
23279.91;467.41
23339.8;613.17
23399.74;673.33
23459.79;660.74
23519.83;576.28
23579.73;613.52
23639.63;514.31
23699.77;576.31
23759.73;646.91
23819.61;659.37
23879.98;576.91
23939.69;672.68
23999.98;560.17
24059.98;679.73
24119.97;573.2
24179.99;658.91
24239.86;570.71
24299.91;560.24
24359.97;690.34
24420;537.05
24479.97;590.6
24539.99;741.41
24599.65;520.41
24660;678.91
24719.73;691.73
24779.82;729.06
24839.98;731.98
24899.97;723.89
24959.98;749.73
25019.84;709.03
25079.72;677.15
25139.84;733.15
25199.94;746.74
25259.98;637.15
25319.8;464.19
25379.87;301.17
25439.92;163.02
25499.79;82.01
25559.71;90.45
25619.69;111.37
25679.97;99.22
25739.82;91.24
25799.99;105.97
25859.82;106.2
25919.94;82.13
25979.79;69.76
26039.86;78.15
26099.88;97.32
26159.79;99
26219.71;97.24
26279.93;96.3
26339.9;117.32
26399.97;95.68
26459.98;112.29
26519.96;86.71
26579.71;74
26639.85;99.07
26700;82.93
26759.77;80.12
26819.59;107.95
26879.87;112.76
26939.91;80.24
26999.96;82.36
27059.92;106.58
27119.98;108.47
27179.73;97.53
27239.72;92.93
27299.6;89.97
27359.98;98.07
27419.77;104.27
27479.91;80.86
27539.61;91.35
27599.97;72.36
27659.93;81.75
27719.95;100.87
27779.84;83.43
27839.68;118.14
27899.95;93.2
27959.84;109.02
28019.89;94.39
28079.63;87.66
28139.74;85.64
28199.72;87.2
28259.67;102.35
28319.85;104.21
28379.98;93.59
28439.99;73.34
28499.97;96
28559.72;80.46
28619.88;100.1
28679.87;95.08
28740;103.89
28799.87;119.39
